experiment_id,combination,repeat,timestamp,num_communities,num_nodes,feature_dim,feature_signal,randomness_factor,min_connection_strength,min_component_size,indirect_influence,node_count,edge_count,avg_degree,avg_communities_per_node,clustering_coefficient,triangle_count,triangle_density,homophily,power_law_exponent,density,connected_components,largest_component_size,GCN_accuracy,GCN_train_time,GCN_metrics_macro_precision,GCN_metrics_macro_recall,GCN_metrics_macro_f1,GCN_metrics_weighted_precision,GCN_metrics_weighted_recall,GCN_metrics_weighted_f1,GCN_final_train_loss,GCN_final_val_loss,GCN_best_val_acc,GCN_epochs_trained,MLP_accuracy,MLP_train_time,MLP_metrics_macro_precision,MLP_metrics_macro_recall,MLP_metrics_macro_f1,MLP_metrics_weighted_precision,MLP_metrics_weighted_recall,MLP_metrics_weighted_f1,MLP_final_train_loss,MLP_final_val_loss,MLP_best_val_acc,MLP_epochs_trained,RandomForest_accuracy,RandomForest_train_time,RandomForest_metrics_macro_precision,RandomForest_metrics_macro_recall,RandomForest_metrics_macro_f1,RandomForest_metrics_weighted_precision,RandomForest_metrics_weighted_recall,RandomForest_metrics_weighted_f1
20_0,20,0,20250430_105501,15,89,32,0.06,0.23141262217714864,0.08294336806901226,7,0.05255956492619834,89,529,11.887640449438202,1.0,0.21897847228184628,488.0,0.004297136416470008,0.03969754253308128,0.351884673906679,0.13508682328907048,1,1.0,0.0,0.9594476222991943,0.0,0.0,0.0,0.0,0.0,0.0,1.367870807647705,3.0336287021636963,0.23529411852359772,107,0.2631579041481018,0.5561089515686035,0.18055555555555555,0.2569444444444444,0.19603174603174603,0.24561403508771926,0.2631578947368421,0.23734335839599002,0.009306224063038826,3.535775661468506,0.3529411852359772,130,0.15789473684210525,0.11680364608764648,0.125,0.1875,0.13095238095238096,0.13157894736842102,0.15789473684210525,0.12781954887218047
21_0,21,0,20250430_105504,14,174,32,0.06,0.26670343063721424,0.03280592843893845,6,0.49208247974160746,174,1169,13.436781609195402,1.0,0.07538354910616916,406.0,0.00047049334587982255,0.09409751924721985,-0.27776209212752256,0.07766925785662082,1,1.0,0.2222222238779068,1.3283369541168213,0.18492063492063493,0.375,0.1924908424908425,0.18070987654320986,0.2222222222222222,0.14309116809116806,1.3151588439941406,2.7804603576660156,0.20588235557079315,151,0.3611111044883728,1.0047614574432373,0.2928571428571428,0.3952380952380952,0.28843537414965986,0.3768518518518518,0.3611111111111111,0.3142857142857143,0.01927625760436058,3.6712117195129395,0.3235294222831726,239,0.19444444444444445,0.14516377449035645,0.10059523809523808,0.19642857142857142,0.13231292517006804,0.1037037037037037,0.19444444444444445,0.1343915343915344
22_0,22,0,20250430_105507,13,101,32,0.06,0.8171419332282389,0.09581562255136505,10,0.44765762753568217,101,686,13.584158415841584,1.0,0.4945641453851071,1530.0,0.009180918091809182,0.048104956268221574,0.6469206865476842,0.13584158415841585,1,1.0,0.095238097012043,1.057567834854126,0.02,0.1,0.03333333333333334,0.01904761904761905,0.09523809523809523,0.03174603174603175,1.3475773334503174,2.7647080421447754,0.20000000298023224,122,0.2857142984867096,0.5443251132965088,0.24333333333333332,0.325,0.2357142857142857,0.25396825396825395,0.2857142857142857,0.23582766439909297,0.01913859322667122,2.597904682159424,0.25,131,0.09523809523809523,0.13097238540649414,0.09722222222222222,0.08333333333333333,0.07638888888888888,0.11111111111111112,0.09523809523809523,0.0873015873015873
23_0,23,0,20250430_105511,15,152,32,0.06,0.9919970090148511,0.0576199188527981,3,0.4986022539253396,139,229,3.2949640287769784,1.0,0.0874971551230544,29.0,6.62117085132275e-05,0.519650655021834,1.5369940362529615,0.02387655093316651,1,1.0,0.41379308700561523,2.3086740970611572,0.4428571428571428,0.39285714285714285,0.3802721088435374,0.5482758620689655,0.41379310344827586,0.42824302134646963,0.06481683254241943,1.4479225873947144,0.5555555820465088,264,0.20689654350280762,0.6757447719573975,0.23333333333333334,0.15555555555555553,0.1803174603174603,0.30459770114942525,0.20689655172413793,0.23973727422003285,0.024828672409057617,4.4766645431518555,0.2222222238779068,162,0.20689655172413793,0.12888264656066895,0.18112244897959182,0.19047619047619047,0.15238095238095237,0.24507389162561574,0.20689655172413793,0.1931034482758621
24_0,24,0,20250430_105513,11,86,32,0.08,0.27618628992555894,0.04191754771004823,6,0.006871917345478595,86,378,8.790697674418604,1.0,0.08975462521974148,96.0,0.0009380496384600352,0.026455026455026454,-0.2663871769182238,0.10341997264021888,1,1.0,0.0555555559694767,1.4412508010864258,0.011111111111111112,0.027777777777777776,0.015873015873015876,0.022222222222222223,0.05555555555555555,0.03174603174603175,0.6356120109558105,2.844240188598633,0.1764705926179886,165,0.5,0.870509147644043,0.3333333333333333,0.5208333333333334,0.37777777777777777,0.4444444444444444,0.5,0.44074074074074077,0.005683097988367081,2.5310542583465576,0.3529411852359772,211,0.3333333333333333,0.12283635139465332,0.1419753086419753,0.2777777777777778,0.18689458689458688,0.16358024691358022,0.3333333333333333,0.21823361823361823
25_0,25,0,20250430_105517,12,133,32,0.08,0.9531246125079651,0.08552858609421503,8,0.02039250671775905,133,1100,16.541353383458645,1.0,0.12139290053766127,734.0,0.0019149191507568367,0.06181818181818182,-0.42132311824396984,0.12531328320802004,1,1.0,0.3571428656578064,1.7311420440673828,0.22777777777777777,0.3263888888888889,0.26346153846153847,0.23333333333333334,0.35714285714285715,0.27664835164835166,1.2063992023468018,2.287869691848755,0.3461538553237915,201,0.4642857313156128,0.7695286273956299,0.4222222222222222,0.5,0.43333333333333335,0.39999999999999997,0.4642857142857143,0.4083333333333333,0.010742136277258396,1.8768914937973022,0.5384615659713745,185,0.39285714285714285,0.11593031883239746,0.32936507936507936,0.3958333333333333,0.31111111111111106,0.34608843537414963,0.39285714285714285,0.3178571428571429
26_0,26,0,20250430_105521,10,112,32,0.08,0.6294785139623463,0.04899298017815046,5,0.4351332326755086,112,739,13.196428571428571,1.0,0.2320504702604924,923.0,0.00404966654966655,0.15155615696887687,0.6999032427135253,0.11888674388674389,1,1.0,0.17391304671764374,2.5633952617645264,0.1037037037037037,0.1111111111111111,0.10505050505050505,0.1855072463768116,0.17391304347826086,0.17707509881422923,0.5745452046394348,2.619262456893921,0.3181818127632141,303,0.52173912525177,0.6393992900848389,0.44666666666666666,0.36666666666666664,0.37653679653679656,0.636231884057971,0.5217391304347826,0.5439676265763221,0.008801259100437164,2.069589853286743,0.40909093618392944,152,0.2608695652173913,0.12442255020141602,0.25,0.21296296296296294,0.21604938271604934,0.3695652173913043,0.2608695652173913,0.28985507246376807
27_0,27,0,20250430_105526,14,137,32,0.08,0.017172990662369547,0.049494193907931576,7,0.4097588023752932,137,1746,25.48905109489051,1.0,0.3178888977956455,5237.0,0.012492247507275416,0.0057273768613974796,0.9027799259100231,0.18741949334478317,1,1.0,0.1071428656578064,3.4420108795166016,0.05952380952380952,0.0642857142857143,0.06168831168831168,0.09523809523809523,0.10714285714285714,0.10064935064935064,1.3657842874526978,2.728057622909546,0.25925925374031067,400,0.1428571492433548,0.5981659889221191,0.15714285714285717,0.10357142857142856,0.07619047619047621,0.33571428571428574,0.14285714285714285,0.14047619047619048,0.02091970294713974,2.941894292831421,0.37037038803100586,142,0.17857142857142858,0.1326158046722412,0.12408424908424909,0.1392857142857143,0.10294784580498868,0.17467948717948717,0.17857142857142858,0.14716553287981857
28_0,28,0,20250430_105528,11,105,32,0.08,0.2984349382175756,0.04596825627567451,3,0.20849430164175248,105,831,15.82857142857143,1.0,0.30342298166701703,1482.0,0.007905686546463245,0.07220216606498195,0.48698593005567914,0.15219780219780218,1,1.0,0.190476194024086,1.1287133693695068,0.024691358024691357,0.1111111111111111,0.0404040404040404,0.042328042328042326,0.19047619047619047,0.06926406926406925,1.332878828048706,2.4427664279937744,0.2857142984867096,128,0.4285714328289032,0.6479587554931641,0.24,0.31666666666666665,0.2623809523809524,0.3666666666666667,0.42857142857142855,0.38072562358276646,0.009532487951219082,2.688209295272827,0.4761904776096344,153,0.42857142857142855,0.11034822463989258,0.19166666666666668,0.2777777777777778,0.218013468013468,0.3107142857142857,0.42857142857142855,0.3477633477633478
29_0,29,0,20250430_105531,15,152,32,0.08,0.5862386720298944,0.04773123455705543,9,0.4037777754996505,141,274,3.8865248226950353,1.0,0.08514111624249299,42.0,9.184142048063676e-05,0.3759124087591241,1.3253551125339151,0.027760891590678825,1,1.0,0.4482758641242981,1.3544857501983643,0.4328231292517007,0.5,0.3992063492063492,0.4954844006568144,0.4482758620689655,0.4164750957854406,0.20610323548316956,2.458037853240967,0.535714328289032,155,0.27586206793785095,0.6389970779418945,0.21071428571428572,0.22023809523809526,0.18928571428571428,0.27241379310344827,0.27586206896551724,0.2482758620689655,0.01750713773071766,3.1355156898498535,0.25,153,0.20689655172413793,0.13889408111572266,0.26913265306122447,0.20833333333333334,0.19444444444444442,0.34605911330049255,0.20689655172413793,0.21187739463601535
